timestamp,gpu_utilization,memory_utilization,temperature_c,active_jobs,queued_jobs,power_kw,cooling_risk,energy_price_per_kwh,estimated_cost_per_5min
2026-01-01 00:00:00,0.18662824091634508,0.0724543959927021,43.634801855419006,19,3,71.26244824561309,0,0.11,0.6532391089181199
2026-01-01 00:05:00,0.13208449140867753,0.05,43.77332313718054,18,1,52.39278506468695,0,0.11,0.48026719642629695
2026-01-01 00:10:00,0.1913612914356778,0.10025960150146299,48.94820359163664,19,5,64.25028350846837,0,0.11,0.58896093216096
2026-01-01 00:15:00,0.25793692897620113,0.278477504807481,51.14754291128512,31,3,75.88728160516612,0,0.11,0.6956334147140227
2026-01-01 00:20:00,0.11406000455930569,0.12971545984101662,42.87635366291293,11,0,55.459474543955,0,0.11,0.5083785166529208
2026-01-01 00:25:00,0.11091002575225904,0.07544029271020374,41.75197357438971,21,1,60.01283004388135,0,0.11,0.550117608735579
2026-01-01 00:30:00,0.252979188861641,0.2058819150062819,50.99390570362784,30,1,79.9603484270704,0,0.11,0.7329698605814786
2026-01-01 00:35:00,0.18519202408325322,0.10363547176798925,47.464802456018184,15,1,64.25644504063077,0,0.11,0.5890174128724486
2026-01-01 00:40:00,0.08354963185013593,0.08284381988523634,39.96317198759539,17,3,50.47818045392138,0,0.11,0.46271665416094593
2026-01-01 00:45:00,0.16197925816359018,0.18643447125778698,42.81589472536656,24,0,59.8700985578357,0,0.11,0.5488092367801606
2026-01-01 00:50:00,0.07912565181312364,0.05,36.142389421911204,19,0,49.40231528616559,0,0.11,0.45285455678985126
2026-01-01 00:55:00,0.0767241706793045,0.08388915810564405,41.607494772739756,20,1,48.9839564794134,0,0.11,0.44901960106128946
2026-01-01 01:00:00,0.13128294252410883,0.17292245383659594,43.30713922346657,26,3,56.61974415312394,0,0.11,0.5190143214036361
2026-01-01 01:05:00,0.05,0.05,42.940478436606355,10,5,45.6614518282919,0,0.11,0.4185633084260091
2026-01-01 01:10:00,0.05,0.09004904284844087,40.99763773370092,12,3,49.066650208967395,0,0.11,0.44977762691553447
2026-01-01 01:15:00,0.06174214951959157,0.2476543737191438,43.92874326525457,9,2,39.4271852384224,0,0.11,0.3614158646855387
2026-01-01 01:20:00,0.05,0.05,38.356589430209574,10,1,44.000411890141024,0,0.11,0.4033371089929594
2026-01-01 01:25:00,0.12921325794390567,0.1334863650143753,46.27233266106309,24,5,49.995433480312556,0,0.11,0.4582914735695317
2026-01-01 01:30:00,0.05,0.05,38.777709052238365,11,0,42.24324495559485,0,0.11,0.3872297454262861
2026-01-01 01:35:00,0.05,0.05368758138214353,42.04399015448068,13,2,48.724502878641886,0,0.11,0.44664127638755063
2026-01-01 01:40:00,0.21858375718161344,0.21145769463768427,43.53362182030103,24,2,77.41032832835131,0,0.11,0.7095946763432203
2026-01-01 01:45:00,0.08268727282756597,0.08144252753751376,42.060703707173246,19,4,48.4514498794795,0,0.11,0.44413829056189535
2026-01-01 01:50:00,0.10573537882138369,0.05,37.479166056883344,23,4,50.53593075803603,0,0.11,0.4632460319486636
2026-01-01 01:55:00,0.05,0.05544532399278155,39.432156285145616,15,1,43.361904593076495,0,0.11,0.39748412543653455
2026-01-01 02:00:00,0.05644938203798542,0.14864220898138264,41.47175903029017,11,4,40.07113873419184,0,0.11,0.36731877173009186
2026-01-01 02:05:00,0.10895709769882114,0.12074932362905025,41.27377672527275,19,0,55.36701681602658,0,0.11,0.5075309874802436
2026-01-01 02:10:00,0.05,0.10833910323502888,37.473905928110085,18,2,39.216126661802654,0,0.11,0.35948116106652434
2026-01-01 02:15:00,0.13080521833414258,0.09066944113311295,45.60911534327382,20,3,62.50510822604377,0,0.11,0.5729634920720679
2026-01-01 02:20:00,0.0532807604743847,0.09618324034865519,39.97913496530685,8,2,40.37331103481705,0,0.11,0.37008868448582294
2026-01-01 02:25:00,0.07874478163872599,0.08411946961891212,40.08335421124981,14,3,47.17469490900676,0,0.11,0.43243470333256195
